0,1,2,3,4,5,6
39.225,62.2,6.9825,22.55,3.1625,0.455,7.445
34.9,55.35,7.62,24.60333333333333,3.56,0.445,8.365
27.9,44.25,7.29,23.5375,3.0700000000000003,0.44,8.36
23.075,36.575,7.0225,22.6825,3.2725,0.42,8.3225
22.825,36.225,7.22,23.316666666666663,3.3175,0.4075,9.625
22.725,36.05,6.4725,20.9075,3.095,0.3925,8.647499999999999
23.975,38.05,6.66,21.5175,2.19,0.4024999999999999,48.15
30.075,47.75,7.893333333333333,25.493333333333336,2.0475000000000003,0.43,44.385
40.75,64.67500000000001,13.552499999999998,43.7825,1.96,0.4599999999999999,48.0375
46.3,73.475,10.0625,32.5025,1.675,0.43,45.7625
42.1,66.85,7.97,25.743333333333336,2.2925,0.4024999999999999,64.0575
39.8,63.225,8.665000000000001,27.9925,2.6975,0.3825,65.35249999999999
44.925,71.3,10.155,32.8025,2.1075,0.4625,66.8725
53.8,85.4,20.44666666666667,66.04333333333334,2.7775,0.5375000000000001,66.8625
58.075,92.175,15.7575,50.895,2.1475,0.5275,63.8025
57.366666666666674,91.03333333333336,13.693333333333332,44.223333333333336,2.01,0.5566666666666666,34.72666666666667
48.1,76.35,8.773333333333333,28.34,2.1950000000000003,0.53,39.9025
31.950000000000003,50.7,8.415,27.175,2.0825,0.52,39.1725
19.625,31.175,8.435,27.245,1.7325,0.435,43.1275
16.975,26.975,8.36,27.006666666666664,1.2425000000000002,0.47,38.6025
15.05,23.925,7.9775,25.7725,1.5550000000000002,0.475,41.655
11.1,17.599999999999998,7.859999999999999,25.39,1.586666666666667,0.49,39.653333333333336
7.55,12.025,6.3500000000000005,20.51666666666667,1.54,0.4775,8.205
5.45,8.7,5.8075,18.7575,1.55,0.47,8.2625
8.1,12.85,5.217499999999999,16.855,1.4075,0.45,7.235
10.375,16.475,5.583333333333333,18.026666666666667,1.6125,0.435,8.5725
12.175,19.35,6.315,20.3875,2.3175,0.3975,9.5
14.125,22.45,6.1875,19.9825,2.45,0.38,8.39
11.0,17.45,0.04,0.125,19.795,0.3675,46.49666666666667
18.45,29.225,5.753333333333333,18.58333333333333,10.765,0.335,66.7
16.725,26.55,5.9875,19.3425,1.69,0.325,69.2375
14.525,23.025,6.1125,19.7425,1.8475,0.3125,67.28
9.833333333333334,15.633333333333336,6.473333333333334,20.906666666666663,1.856666666666667,0.3066666666666666,63.53
7.75,12.375,6.9225,22.365,1.205,0.3025,65.665
9.025,14.35,6.715,21.6875,1.3575,0.315,35.91
12.975,20.625,6.95,22.44666666666667,1.665,0.3375,37.005
16.4,26.0,6.52,21.055,1.3925,0.3325,41.16
15.2,24.1,5.92,19.12,2.565,0.3325,38.3575
13.85,22.0,5.853333333333333,18.91,2.635,0.345,36.19
16.8,26.65,5.8375,18.85,2.7375,0.35,36.8775
20.133333333333336,31.96666666666667,5.926666666666667,19.15,2.716666666666667,0.3566666666666666,37.803333333333335
20.975,33.275,6.103333333333334,19.71333333333333,2.78,0.325,7.99
16.95,26.925,6.045,19.525,2.8075,0.315,8.3125
14.05,22.3,5.91,19.0975,2.6125000000000003,0.2975,7.975
12.625,20.0,6.006666666666667,19.406666666666663,2.81,0.285,8.1325
14.8,23.5,5.7,18.41,2.835,0.2725,7.755000000000001
15.475,24.55,5.2575,16.9825,3.08,0.2725,9.235
15.675,24.825000000000003,5.193333333333333,16.78,3.245,0.285,9.3675
15.375,24.35,5.3175,17.1725,3.08,0.2825,7.5525
16.175,25.675,5.475,17.682499999999997,3.1425,0.29,45.4975
20.95,33.2,5.68,18.33333333333333,3.14,0.2775,46.355
25.175,39.975,6.065,19.595,3.115,0.265,48.665
27.75,44.075,6.73,21.7325,2.94,0.26,48.2275
28.15,44.7,7.5,24.22666666666667,2.26,0.3275,65.925
29.8,47.275,6.6975,21.63,2.0525,0.335,66.3
30.775,48.825,6.3875,20.6375,1.7775,0.335,67.3375
30.4,48.275,6.213333333333334,20.07,1.9075,0.325,67.075
28.475,45.175,6.1275,19.785,2.4625,0.2725,69.92
30.525,48.425,6.23,20.1225,2.5175,0.265,38.2325
31.3,49.675,6.0200000000000005,19.436666666666667,2.7075,0.26,37.4675
30.2,47.925,6.3375,20.47,2.6975,0.285,39.49
33.675,53.5,6.705,21.6475,3.2,0.3175,43.295
48.35,76.775,6.1433333333333335,19.846666666666668,3.56,0.36,36.0625
46.7,74.15,6.2,20.03,3.44,0.3875,38.3575
38.43333333333333,61.0,6.22,20.093333333333334,3.5,0.3866666666666667,36.873333333333335
41.15,65.325,6.09,19.680000000000003,2.2375,0.38,7.7725
44.475,70.6,7.025,22.6925,2.505,0.3825,9.0575
48.1,76.375,6.880000000000001,22.23,2.4425,0.37,8.0625
46.15,73.2,6.260000000000001,20.21,2.5025,0.365,9.09
53.575,85.05,5.655,18.2625,2.0075000000000003,0.3425,8.5375
58.65,93.1,4.9725,16.055,1.82,0.325,8.5425
53.05,84.225,4.826666666666667,15.589999999999998,1.915,0.32,7.4175
43.175,68.475,5.0575,16.335,2.115,0.3125,7.1850000000000005
39.3,62.4,5.3525,17.29,2.24,0.3025,43.89
40.2,63.8,7.233333333333333,23.37,1.975,0.2975,46.015
43.2,68.6,7.795,25.1825,2.25,0.3025,43.25
43.075,68.4,8.59,27.745,1.775,0.2925,50.585
40.325,63.95,6.786666666666666,21.916666666666668,2.3875,0.2625,62.2
37.55,59.575,7.8075,25.2225,2.9375,0.2375,69.16
37.8,60.0,6.68,21.5825,2.755,0.2075,67.8325
36.4,57.8,6.436666666666667,20.786666666666665,2.6675,0.195,66.055
30.450000000000003,48.4,6.702500000000001,21.65,3.0325,0.2375,64.875
28.275,44.85,8.549999999999999,27.62,2.85,0.2425,41.940000000000005
29.65,47.025,7.796666666666667,25.186666666666667,2.04,0.3,37.8825
29.625,47.075,7.605,24.5675,1.7575,0.3675,37.76
33.7,53.55,7.735,24.9875,2.42,0.435,38.835
45.55,72.35,8.613333333333333,27.820000000000004,2.8325,0.51,37.2975
58.25,92.475,6.8025,21.9725,2.61,0.5025,40.4825
53.43333333333334,84.76666666666667,5.723333333333334,18.48333333333333,2.6666666666666665,0.4833333333333333,37.73
39.225,62.275,5.016666666666667,16.213333333333335,1.8325,0.3275,8.48
32.325,51.3,4.8575,15.6875,1.9475,0.3,8.54
31.95,50.7,5.2625,17.0,1.99,0.275,7.8375
31.175,49.425,4.78,15.446666666666667,2.05,0.245,9.4625
23.8,37.725,4.58,14.7925,2.5175,0.2625,7.23
23.325,37.025,4.315,13.9325,2.395,0.2575,8.4925
28.075,44.525,4.036666666666666,13.04,2.415,0.24,7.8875
28.950000000000003,45.9,4.07,13.15,2.25,0.235,8.815
27.8,44.1,4.6325,14.965,2.77,0.235,51.1475
28.175,44.7,4.993333333333333,16.133333333333333,2.67,0.2275,45.9025
32.974999999999994,52.375,5.0775,16.4025,2.45,0.2225,41.815
40.9,64.9,5.4625,17.637500000000003,2.745,0.2,45.2775
43.775,69.5,7.443333333333334,24.05,2.305,0.1525,63.1275
43.025,68.3,6.95,22.4475,2.8125,0.11,64.9975
42.075,66.775,6.82,22.03,2.5625,0.095,70.055
39.8,63.175,6.859999999999999,22.16333333333333,2.31,0.085,67.235
36.925,58.6,6.8775,22.215,1.305,0.1775,63.48
38.825,61.650000000000006,6.984999999999999,22.565,0.7625,0.22,36.135
42.1,66.83333333333333,7.076666666666667,22.86,1.0133333333333334,0.2075,41.43666666666667
42.675,67.7,8.055,26.005000000000003,1.8975,0.2866666666666667,38.7075
41.525,65.975,8.067499999999999,26.0625,2.11,0.2324999999999999,38.4825
39.65,63.025000000000006,9.046666666666669,29.223333333333333,2.6475,0.265,40.84
41.9,66.525,8.9975,29.0575,2.6425,0.285,35.935
42.8,67.93333333333334,7.076666666666667,22.863333333333333,1.5066666666666666,0.2766666666666666,39.39666666666667
38.9,61.7,5.9,19.063333333333333,1.7475,0.28,8.825
33.775,53.6,5.515000000000001,17.810000000000002,1.7325,0.2775,8.2075
32.075,50.875,5.342499999999999,17.259999999999998,1.62,0.265,7.655
34.05,53.975,6.123333333333332,19.776666666666667,1.5775,0.2525,8.375
36.025,57.2,6.755,21.8225,2.435,0.2324999999999999,7.7425
38.725,61.45,6.9625,22.49,2.66,0.215,9.3
37.125,58.900000000000006,7.333333333333333,23.69333333333333,2.87,0.2075,8.3925
39.15,62.175,6.2375,20.145,2.3925,0.1975,8.165
44.775,71.05,5.9475,19.2075,2.7,0.2225,44.6175
46.900000000000006,74.425,6.1000000000000005,19.706666666666667,2.6975,0.2275,48.1325
48.775,77.45,6.2,20.03,2.7175,0.2175,47.2125
51.65,81.95,6.9325,22.39,3.225,0.195,41.9275
50.075,79.425,8.673333333333334,28.01,2.6225,0.225,69.985
49.15,78.0,8.5275,27.5425,3.1025,0.205,63.35000000000001
49.175,78.075,7.005,22.625,2.985,0.1925,62.625
44.43333333333334,72.175,8.643333333333333,27.92,2.4066666666666667,0.19,68.26666666666667
45.775,72.67500000000001,8.9375,28.8725,2.9325,0.175,64.095
45.025,71.475,8.432500000000001,27.2325,3.225,0.1975,40.78
42.825,67.975,7.96,25.706666666666667,3.4925,0.2175,38.7175
39.9,63.3,8.0875,26.12,3.6625,0.235,35.02
38.425,61.0,7.047499999999999,22.76,2.41,0.2675,37.435
41.725,66.25,7.233333333333333,23.37,2.4225,0.3275,36.145
45.8,72.65,7.0125,22.655,2.635,0.33,41.807500000000005
44.36666666666667,70.39999999999999,6.206666666666666,20.06,2.44,0.3066666666666666,38.03333333333333
32.975,52.375,6.8,21.96333333333333,2.7125,0.3025,8.7675
23.95,38.05,6.7925,21.9425,2.9275,0.2875,9.24
22.3,35.375,6.835,22.0775,3.0325,0.2775,7.475
20.85,33.1,6.866666666666667,22.17333333333333,2.905,0.265,7.689999999999999
17.45,27.75,6.045,19.5325,2.4625,0.2975,7.835
24.325000000000003,38.625,5.4350000000000005,17.56,2.2725,0.31,7.915000000000001
35.925,57.05,5.72,18.48,2.5125,0.3125,7.6575
36.65,58.175,5.62,18.15,2.4575,0.305,8.18
37.45,59.425,5.5475,17.919999999999998,1.275,0.305,45.1725
39.825,63.15,6.45,20.84,1.2925,0.2925,49.8375
41.05,65.125,6.1475,19.8525,0.675,0.285,44.775
44.875,71.175,6.8100000000000005,21.9875,1.145,0.245,49.5325
44.225,70.15,8.306666666666667,26.82333333333333,1.6175000000000002,0.225,65.0875
46.125,73.19999999999999,7.845,25.3475,2.3575,0.235,67.97749999999999
52.6,83.475,7.3425,23.7175,2.7625,0.1975,69.5975
59.625,94.675,7.516666666666667,24.28,2.8675,0.1925,63.0875
63.400000000000006,100.675,7.345,23.72,2.95,0.1725,64.105
61.650000000000006,97.825,6.9525,22.4525,2.0825,0.195,40.3125
61.675,97.85,6.623333333333332,21.396666666666665,2.025,0.25,40.6025
50.425,80.025,6.745,21.785,2.3275,0.29,38.68
43.45,68.975,6.6775,21.565,1.7275,0.2799999999999999,39.345
46.55,73.9,8.766666666666667,28.30333333333333,2.0525,0.32,41.05
48.6,77.175,9.3125,30.075,2.185,0.34,34.09
49.833333333333336,79.10000000000001,9.67,31.24,2.533333333333333,0.3666666666666667,36.89
47.75,75.775,8.533333333333333,27.563333333333333,2.7075,0.345,8.095
41.05,65.15,6.2825,20.2875,1.7374999999999998,0.315,8.5075
40.575,64.45,5.47,17.6725,1.6225,0.325,8.3425
40.5,64.275,5.0,16.153333333333332,1.5225,0.3225,7.105
47.775,75.825,4.859999999999999,15.7,2.21,0.315,9.005
56.15,89.15,5.3375,17.240000000000002,2.3675,0.3175,8.4475
54.2,86.1,6.503333333333333,21.006666666666664,2.36,0.3125,8.755
46.525,73.92500000000001,7.029999999999999,22.7025,2.655,0.2675,8.515
43.55,69.10000000000001,7.655,24.73,2.9225,0.3275,43.285
41.175,65.375,7.16,23.13,2.5500000000000003,0.3225,47.925
58.400000000000006,92.7,10.106666666666667,32.64333333333334,1.745,0.325,65.28
58.375,92.625,8.735,28.21,1.3675000000000002,0.2525,61.5275
65.3,103.55,8.58,27.71,1.52,0.265,38.06
68.69999999999999,109.05,6.91,22.32333333333333,0.9175,0.315,36.54
78.6,124.65,7.35,23.7475,1.1925,0.3475,36.065
273.35,433.925,7.77,25.0975,2.45,0.395,39.325
208.5,336.5,7.0200000000000005,22.676666666666662,2.605,0.425,37.6425
43.5,69.36666666666667,6.763333333333333,21.843333333333334,3.4466666666666668,0.43,39.32666666666666
61.925,98.375,6.38,20.61,2.6225,0.5075000000000001,8.69
46.5,73.875,6.1925,20.01,2.835,0.505,7.8875
66.1,104.875,6.43,20.7675,2.755,0.5025,7.862500000000001
168.29999999999998,267.2,6.366666666666667,20.57333333333333,2.415,0.5075000000000001,8.145
59.47500000000001,94.4,6.6525,21.4825,2.78,0.4325,8.175
161.1,255.775,6.26,20.2175,2.785,0.43,8.112499999999999
126.9,201.4,5.97,19.28333333333333,2.85,0.43,8.157499999999999
59.55,94.825,6.1375,19.83,2.9425,0.3575,51.035
15.725,24.925,7.066666666666666,22.83333333333333,2.9775,0.36,47.485
25.1,39.775,8.7,28.11,3.2325,0.3325,49.44
109.725,174.25,8.46,27.3225,3.53,0.3025,46.7525
101.3,160.8,7.41,23.926666666666662,3.36,0.2425,66.1225
27.75,44.15,6.68,21.576666666666668,1.6725,0.3225,40.14
59.625,94.625,9.1825,29.66,2.0475000000000003,0.375,40.1175
56.95,90.425,9.225,29.795,2.62,0.4075,36.0125
80.1,127.175,9.523333333333332,30.76333333333333,2.7225,0.49,37.84
101.55,161.25,9.5875,30.965,3.4075,0.6275,41.7375
95.33333333333331,151.29999999999998,8.166666666666666,26.376666666666665,2.81,0.6533333333333333,38.77
104.275,165.55,6.826666666666667,22.040000000000003,2.09,0.5625,8.157499999999999
132.95,211.05,6.23,20.125,2.245,0.535,7.265000000000001
117.2,186.05,5.8975,19.05,2.31,0.4599999999999999,9.6025
80.25,127.4,6.766666666666667,21.856666666666666,2.1625,0.41,9.655
54.575,86.625,7.0325,22.7225,2.48,0.4225,8.3975
39.15,62.125,7.1925,23.225,2.7925,0.3775,8.725
31.1,49.375,7.693333333333332,24.846666666666664,2.8,0.345,9.0875
28.125,44.675,7.1625,23.135,2.775,0.31,8.9225
28.675,45.525,6.125,19.78,1.8675,0.2475,44.7575
32.125,50.95,5.960000000000001,19.246666666666663,1.715,0.2275,46.6175
34.25,54.4,5.99,19.3475,1.64,0.21,52.0825
32.65,51.85,6.0925,19.6825,1.4925,0.1875,44.675
37.05,58.75,7.06,22.8,1.8125,0.25,65.68
43.375,68.82499999999999,7.3075,23.61,2.1325,0.245,61.8325
41.45,65.825,7.29,23.54,2.3825,0.23,70.4975
38.175,60.625,7.356666666666666,23.76333333333333,2.8175,0.2275,63.1075
37.225,59.125,6.42,20.7375,1.38,0.205,68.1575
43.325,68.8,5.9025,19.0625,1.7425,0.2325,41.065
55.6,88.3,5.506666666666667,17.786666666666665,1.455,0.2375,38.6975
62.825,99.675,5.6525,18.2525,1.52,0.25,40.2975
72.55,115.125,6.8725000000000005,22.2025,3.42,0.2125,41.465
65.175,103.475,7.613333333333333,24.586666666666662,3.95,0.2275,35.410000000000004
48.7,77.30000000000001,7.82,25.2525,4.074999999999999,0.2325,36.245000000000005
40.2,63.76666666666667,8.063333333333333,26.05333333333333,4.153333333333333,0.2299999999999999,40.71333333333333
37.075,58.900000000000006,6.906666666666666,22.30666666666667,2.0175,0.275,7.9475
47.925,76.125,5.8525,18.905,1.7125,0.28,7.6825
69.825,110.875,5.6175,18.15,1.935,0.27,8.855
75.675,120.125,5.25,16.953333333333333,1.735,0.255,8.8575
71.83333333333333,114.0,5.22,16.86,2.0766666666666667,0.1675,7.323333333333333
18.9,30.0,5.193333333333333,16.77,2.0825,0.245,45.48
18.9,30.0,7.356666666666666,23.77333333333333,2.325,0.2475,49.135
22.225,35.4,6.4825,20.935,1.4325,0.2125,43.91
63.925,102.0,6.532500000000001,21.1075,1.4375,0.2225,48.1575
142.85000000000002,226.775,6.386666666666667,20.626666666666665,1.87,0.18,66.63
109.475,173.82500000000002,6.445,20.8175,1.5425,0.1525,69.83
80.775,128.25,7.300000000000001,23.5775,1.375,0.1525,67.175
70.425,111.85,7.19,23.223333333333333,1.1575,0.1675,68.82
67.175,106.575,7.2275,23.345,1.73,0.155,72.02
63.8,101.25,8.395,27.12,1.8225,0.19,40.61
56.1,89.06666666666666,7.57,24.44333333333333,2.306666666666666,0.2166666666666666,42.46666666666667
49.175,78.075,7.595,24.53,2.365,0.2375,38.1375
46.15,73.25,7.3225,23.6575,2.7,0.2525,37.995
47.675,75.625,6.906666666666666,22.30333333333333,2.7325,0.2625,39.370000000000005
46.7,74.125,6.8375,22.0825,2.6075,0.27,36.9825
43.5,69.1,6.483333333333333,20.94,2.5,0.2833333333333333,36.64333333333334
43.1,68.44999999999999,6.23,20.12,2.115,0.28,8.5725
43.05,68.35,6.1275,19.795,2.1875,0.28,7.24
44.975,71.35,6.217499999999999,20.0775,2.1125,0.26,8.4275
50.675,80.425,6.186666666666667,19.986666666666665,2.4125,0.2425,9.21
55.3,87.775,5.98,19.315,2.1075,0.2225,7.979999999999999
50.95,80.925,5.734999999999999,18.525,2.33,0.21,6.735
48.55,77.125,5.273333333333333,17.036666666666665,2.345,0.19,7.685
43.65,69.275,5.035,16.2625,1.8575,0.1975,7.63
40.025,63.5,5.4,17.4425,2.27,0.1975,44.295
37.45,59.45,5.55,17.923333333333332,2.2625,0.2025,49.0675
35.65,56.6,5.58,18.0225,2.28,0.2025,44.25
35.650000000000006,56.525,5.9225,19.1275,2.5825,0.21,45.432500000000005
39.425,62.575,5.78,18.656666666666663,2.4125,0.165,68.535
42.475,67.425,6.025,19.4625,2.5325,0.1825,71.82249999999999
41.95,66.525,6.26,20.2175,2.6125,0.185,65.1725
42.0,66.6,6.176666666666667,19.95,2.16,0.19,66.3375
42.525,67.5,5.7225,18.4775,2.225,0.1925,65.5875
45.05,71.55,5.695,18.3975,2.02,0.2125,38.5125
46.05,73.075,6.06,19.57,2.0575,0.2225,39.3875
48.45,76.925,7.354999999999999,23.75,2.325,0.245,35.21
54.4,86.425,6.875,22.205,3.1025,0.265,34.9125
59.875,95.05,6.8933333333333335,22.256666666666664,3.41,0.3125,38.285
57.275,90.875,6.9975000000000005,22.6075,3.4325,0.315,43.855
51.133333333333326,81.13333333333334,6.673333333333333,21.56,3.42,0.3066666666666666,39.473333333333336
45.25,71.825,6.093333333333334,19.686666666666667,2.585,0.295,9.3675
43.375,68.825,6.29,20.3125,2.4575,0.295,8.28
43.8,69.525,6.1875,19.9925,2.54,0.2875,7.8025
45.55,72.32499999999999,6.073333333333333,19.62666666666667,2.565,0.2625,7.305
46.6,73.975,6.355,20.53,3.0075,0.3675,8.6675
50.875,80.80000000000001,6.095000000000001,19.685,3.19,0.335,8.372499999999999
52.2,82.85000000000001,5.78,18.67,3.365,0.3225,7.625
52.05,82.625,5.73,18.505,3.38,0.3225,7.265000000000001
46.1,73.175,5.1375,16.595,2.1725000000000003,0.2075,45.0525
41.7,66.25,5.583333333333333,18.03,1.955,0.225,47.255
38.675,61.375,6.165,19.9225,2.1075,0.205,48.5375
37.425,59.375,6.315,20.4025,2.1375,0.14,43.715
39.85,63.2,7.91,25.55333333333333,2.5625,0.1175,67.945
43.13333333333333,67.8,7.88,25.44,2.655,0.1166666666666666,65.46
42.275,67.125,6.825,22.0425,2.8175,0.125,67.64
44.925,71.375,9.546666666666669,30.83333333333333,3.115,0.185,68.9025
46.275,73.475,10.815,34.94,2.5875,0.16,69.6325
45.075,71.55,11.355,36.6775,1.7175,0.2299999999999999,34.870000000000005
45.075,71.52499999999999,7.38,23.85,2.005,0.2475,40.6475
48.475,76.95,7.035,22.7175,1.9325,0.27,38.7625
51.975,82.47500000000001,7.032500000000001,22.7075,2.9925,0.29,39.8075
53.45,84.825,6.836666666666666,22.08,3.335,0.31,37.3475
52.85,83.85,6.83,22.0625,3.295,0.32,41.9625
53.79999999999999,85.33333333333333,6.426666666666667,20.76333333333333,3.3833333333333333,0.3133333333333333,39.96
53.975,85.675,6.43,20.76333333333333,2.8225,0.2925,8.105
53.400000000000006,84.775,5.69,18.375,2.525,0.2975,8.235
54.9,87.15,5.8875,19.0175,2.69,0.29,9.135
55.1,87.475,5.823333333333333,18.816666666666663,2.4625,0.27,8.195
50.375,79.95,5.795,18.7175,2.565,0.25,7.935
53.05,84.15,5.86,18.93,2.64,0.2325,7.2475
60.575,96.125,5.28,17.06,2.6175,0.2125,8.375
57.475,91.225,5.3275,17.212500000000002,2.455,0.2125,8.015
51.875,82.325,5.7,18.4025,2.09,0.2125,50.42
45.75,72.6,6.053333333333334,19.546666666666667,1.8325,0.2075,49.365
41.5,65.825,6.3575,20.5425,1.7175,0.195,45.185
41.425,65.75,6.1066666666666665,19.723333333333333,1.54,0.1675,47.02666666666666
46.7,74.075,6.37,20.576666666666664,2.495,0.185,70.7425
45.875,72.775,6.97,22.5125,2.77,0.185,68.6075
49.425,78.425,8.425,27.21,3.355,0.175,69.295
46.9,74.45,7.693333333333334,24.846666666666668,3.575,0.16,68.2975
44.825,71.15,7.61,24.5775,2.725,0.1575,66.225
48.975,77.7,8.535,27.5675,2.8275,0.215,37.9925
65.1,103.375,6.906666666666666,22.296666666666667,2.8425,0.24,36.17
75.35,119.625,7.1,22.9325,3.0,0.2825,39.1475
74.9,118.9,6.79,21.94,1.9,0.28,33.91
31.5,50.0,0.055,0.1649999999999999,10.81,0.3974999999999999,7.74
31.5,50.0,0.0775,0.2525,1.795,0.4025,8.7825
31.5,50.0,0.0533333333333333,0.17,1.795,0.4075,8.8475
31.5,50.0,7.169999999999999,23.16,1.87,0.3775,7.63
31.5,50.0,5.58,18.025,1.85,0.355,7.205
33.05,52.475,5.202500000000001,16.8075,1.75,0.325,7.535
35.925,57.025,4.836666666666667,15.623333333333331,1.4925,0.295,10.0075
32.275,51.15,4.797499999999999,15.4925,1.4825,0.2925,7.75
31.625,50.150000000000006,5.109999999999999,16.5,1.87,0.295,46.3625
31.5,50.0,5.363333333333333,17.333333333333332,1.9325,0.3,44.5425
31.5,50.0,6.390000000000001,20.6425,2.305,0.29,48.085
35.875,56.95,6.69,21.6025,2.0475,0.29,45.9525
44.325,70.275,5.656666666666666,18.27333333333333,2.04,0.32,68.2875
39.425,62.5,5.3475,17.262500000000003,2.2775,0.32,66.75
47.8,75.8,5.2775,17.05,2.3825,0.315,65.9975
43.275000000000006,68.675,4.993333333333333,16.126666666666665,2.295,0.305,64.3475
40.6,64.475,5.3425,17.255,1.9025,0.22,68.1325
44.125,70.0,5.8100000000000005,18.775,1.9875,0.2225,38.775
46.45,73.65,6.476666666666667,20.91,1.9775,0.24,38.1175
50.05,79.35,7.275,23.49,1.975,0.275,36.4475
62.6,99.35,7.795,25.175,2.1725000000000003,0.3175,36.9775
64.6,102.425,7.71,24.906666666666663,2.2375,0.35,37.005
68.825,109.35,7.535,24.3325,2.2925,0.3725,35.7775
52.8,83.76666666666667,7.266666666666667,23.47,2.483333333333333,0.3566666666666666,32.36666666666667
40.475,64.275,6.183333333333334,19.96666666666667,1.8225,0.35,8.557500000000001
36.025000000000006,57.2,5.7925,18.7075,1.81,0.315,8.64
33.875,53.75,5.1875,16.7525,1.7475,0.2975,7.92
33.65,53.4,5.376666666666668,17.363333333333333,1.9275,0.27,8.4875
35.25,56.0,5.140000000000001,16.5975,2.7825,0.24,8.005
35.349999999999994,56.05,4.8875,15.7875,3.265,0.2275,9.6525
39.05,61.9,5.196666666666666,16.779999999999998,2.99,0.2,7.9525
44.725,70.95,5.2675,17.0125,2.865,0.2,8.26
42.65,67.675,5.2525,16.9675,2.115,0.27,44.2975
38.9,61.7,5.419999999999999,17.5,1.825,0.2725,45.9975
36.575,58.0,6.1025,19.7125,1.8275,0.2675,49.765
37.8,59.925,6.012499999999999,19.4175,1.7375,0.27,47.435
43.35,68.775,5.47,17.663333333333334,1.3775,0.185,66.30250000000001
40.35,64.05,5.2275,16.8875,1.165,0.19,68.6925
38.475,61.05,5.32,17.189999999999998,1.185,0.1925,66.8725
39.55,62.75,5.6066666666666665,18.096666666666668,1.5175,0.1975,68.225
42.15,66.925,5.2675,17.0125,1.7425,0.205,68.1925
41.525,65.925,5.2775,17.05,1.53,0.1975,35.1475
41.16666666666666,65.33333333333333,6.056666666666668,19.56,1.4233333333333331,0.21,38.95
43.625,69.19999999999999,6.51,21.025,1.8175,0.23,36.365
42.675,67.69999999999999,6.995,22.6,2.665,0.2575,37.3775
44.875,71.225,6.863333333333333,22.176666666666662,2.6925,0.2725,40.8
46.45,73.775,6.4925,20.97,2.5675,0.2775,36.78
45.86666666666667,72.8,6.246666666666667,20.17333333333333,2.796666666666667,0.2733333333333334,37.78
47.6,75.525,5.346666666666667,17.263333333333332,2.1375,0.25,7.314999999999999
46.05,73.025,5.165,16.685000000000002,2.0875,0.2324999999999999,8.7825
43.1,68.375,5.275,17.0375,2.335,0.22,8.5225
44.025000000000006,69.89999999999999,5.03,16.25,2.225,0.2075,9.1275
44.875,71.25,5.035,16.26,1.3325,0.185,7.93
53.8,85.4,4.965,16.045,1.2925,0.1775,8.192499999999999
68.0,107.95,4.64,14.976666666666668,1.1075,0.165,9.165
62.85,99.775,4.465,14.4175,1.3050000000000002,0.1625,7.827500000000001
52.150000000000006,82.85,4.445,14.3575,2.11,0.2025,50.965
45.425,72.15,4.506666666666667,14.556666666666668,2.0625,0.2,46.870000000000005
41.15,65.325,4.905,15.845,1.725,0.2075,43.43
38.375,60.875,5.05,16.3125,1.9625,0.21,49.97
37.95,60.2,5.420000000000001,17.513333333333335,2.2,0.125,65.7625
39.8,63.15,5.695,18.3925,2.2875,0.15,69.245
38.525,61.175,5.640000000000001,18.22,2.3075,0.1625,67.41499999999999
39.6,62.875,5.716666666666666,18.47,2.425,0.165,69.4175
39.425,62.525,5.5625,17.97,2.2375,0.215,69.5475
42.25,67.05,5.34,17.2425,2.25,0.2225,39.3575
46.0,73.075,6.47,20.89333333333333,2.2,0.2375,39.48
46.725,74.15,6.5,20.995,2.0675,0.26,37.775
44.0,69.825,6.9775,22.53,3.0025000000000004,0.275,44.0075
46.75,74.17500000000001,6.830000000000001,22.066666666666663,3.2175,0.3,41.1925
53.975,85.7,6.71,21.6725,3.36,0.3175,36.585
57.86666666666667,91.86666666666667,6.7,21.633333333333336,3.263333333333333,0.3033333333333333,38.48333333333333
58.95,93.65,5.896666666666667,19.05333333333333,2.2325,0.285,8.67
63.85,101.325,5.52,17.8275,2.41,0.2775,8.135
61.55,97.7,5.0175,16.2025,2.405,0.2675,8.495000000000001
56.55,89.725,4.843333333333334,15.646666666666668,2.2225,0.2625,7.5225
54.95,87.17500000000001,4.6225000000000005,14.93,2.1525,0.265,8.2225
55.075,87.375,4.99,16.122500000000002,2.165,0.2775,7.67
52.9,83.925,5.906666666666666,19.08,2.2375,0.3175,9.57
48.05,76.30000000000001,6.0125,19.4275,2.255,0.3375,7.425
43.45,68.975,6.455,20.84,2.6525,0.365,46.155
39.875,63.3,6.486666666666667,20.95,2.5525,0.36,46.83
37.375,59.3,6.262499999999999,20.235,2.21,0.3525,46.3725
35.6,56.525,6.925,22.3725,2.145,0.3425,47.97
34.35,54.575,6.829999999999999,22.05666666666667,1.6775,0.3775,71.58500000000001
33.525000000000006,53.225,6.205,20.04,1.09,0.3575,66.5125
33.8,53.65,6.595000000000001,21.3075,1.45,0.36,64.275
37.65,59.775000000000006,6.513333333333333,21.043333333333333,1.52,0.3625,67.985
42.85,68.05,5.83,18.8375,2.5275,0.28,69.3325
44.425,70.475,5.5525,17.93,2.5375,0.27,36.0075
52.925,86.5,6.026666666666666,19.456666666666667,2.555,0.275,36.9775
67.525,107.2,5.9975000000000005,19.38,2.63,0.2875,38.93
